[2023-11-28T13:24:14.733+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: ETL_Pipeline.transform_data scheduled__2023-11-27T00:00:00+00:00 [queued]>
[2023-11-28T13:24:14.741+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: ETL_Pipeline.transform_data scheduled__2023-11-27T00:00:00+00:00 [queued]>
[2023-11-28T13:24:14.741+0000] {taskinstance.py:1361} INFO - Starting attempt 1 of 2
[2023-11-28T13:24:14.754+0000] {taskinstance.py:1382} INFO - Executing <Task(PythonOperator): transform_data> on 2023-11-27 00:00:00+00:00
[2023-11-28T13:24:14.761+0000] {standard_task_runner.py:57} INFO - Started process 6762 to run task
[2023-11-28T13:24:14.764+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'ETL_Pipeline', 'transform_data', 'scheduled__2023-11-27T00:00:00+00:00', '--job-id', '523', '--raw', '--subdir', 'DAGS_FOLDER/ETL_Pipeline.py', '--cfg-path', '/tmp/tmps2vtm4o8']
[2023-11-28T13:24:14.766+0000] {standard_task_runner.py:85} INFO - Job 523: Subtask transform_data
[2023-11-28T13:24:14.805+0000] {task_command.py:416} INFO - Running <TaskInstance: ETL_Pipeline.transform_data scheduled__2023-11-27T00:00:00+00:00 [running]> on host 4012deabc79b
[2023-11-28T13:24:14.877+0000] {taskinstance.py:1662} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='ETL_Pipeline' AIRFLOW_CTX_TASK_ID='transform_data' AIRFLOW_CTX_EXECUTION_DATE='2023-11-27T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2023-11-27T00:00:00+00:00'
[2023-11-28T13:24:14.884+0000] {logging_mixin.py:154} WARNING - Scraping Progress:   0%|          | 0/669 [00:00<?, ?it/s]
[2023-11-28T13:55:12.188+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /video/a72mgjpc3h (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e970>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/video/a72mgjpc3h
[2023-11-28T13:55:12.190+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /entertainment/dhallywood/89xmw6civx (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/entertainment/dhallywood/89xmw6civx
[2023-11-28T13:55:12.191+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /video/entertainment/quw330mozt (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/video/entertainment/quw330mozt
[2023-11-28T13:55:12.192+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/fq3e97nhao (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e970>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/fq3e97nhao
[2023-11-28T13:55:12.194+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/c303k8acuc (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/c303k8acuc
[2023-11-28T13:55:12.195+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/t4t5yduvye (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/t4t5yduvye
[2023-11-28T13:55:12.195+0000] {logging_mixin.py:154} WARNING - Scraping Progress:   9%|9         | 62/669 [30:57<3:36:59, 21.45s/it]  
[2023-11-28T13:55:12.196+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /sports/football/3ihefspjy9 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e970>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/sports/football/3ihefspjy9
[2023-11-28T13:55:12.198+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /world/asia/3bzort6xsg (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/world/asia/3bzort6xsg
[2023-11-28T13:55:12.199+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /video/bangladesh/evvru53671 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/video/bangladesh/evvru53671
[2023-11-28T13:55:12.200+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/yziik9jw8m (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e970>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/yziik9jw8m
[2023-11-28T13:55:12.201+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /education/study/hnc5zg5a60 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/education/study/hnc5zg5a60
[2023-11-28T13:55:12.203+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /opinion/interview/qs5xiymh9o (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/opinion/interview/qs5xiymh9o
[2023-11-28T13:55:12.204+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /entertainment/tollywood/31m2vbutim (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e970>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/entertainment/tollywood/31m2vbutim
[2023-11-28T13:55:12.206+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/qz9v6tnq3k (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/qz9v6tnq3k
[2023-11-28T13:55:12.207+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.haal.fashion', port=443): Max retries exceeded with url: /lifestyle/relationships/bpqd6br489 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.haal.fashion/lifestyle/relationships/bpqd6br489
[2023-11-28T13:55:12.208+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /opinion/column/0usxr0rhnh (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e970>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/opinion/column/0usxr0rhnh
[2023-11-28T13:55:12.209+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='nagorik.prothomalo.com', port=443): Max retries exceeded with url: /durporobash/xxg8ca9x27 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://nagorik.prothomalo.com/durporobash/xxg8ca9x27
[2023-11-28T13:55:12.211+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /world/europe/k46e2vbyb7 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/world/europe/k46e2vbyb7
[2023-11-28T13:55:12.212+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.haal.fashion', port=443): Max retries exceeded with url: /celeb/ezhml4rogg (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e970>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.haal.fashion/celeb/ezhml4rogg
[2023-11-28T13:55:12.214+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/1wfugxz0gb (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/1wfugxz0gb
[2023-11-28T13:55:12.215+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kishoralo.com', port=443): Max retries exceeded with url: /feature/ngm35c1lx3 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kishoralo.com/feature/ngm35c1lx3
[2023-11-28T13:55:12.216+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /world/india/obw5gej4hf (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e970>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/world/india/obw5gej4hf
[2023-11-28T13:55:12.218+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/4irl9ohzj6 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/4irl9ohzj6
[2023-11-28T13:55:12.219+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /video/cafelive/5h1wekg2x0 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/video/cafelive/5h1wekg2x0
[2023-11-28T13:55:12.221+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/g2rzumjb70 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e970>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/g2rzumjb70
[2023-11-28T13:55:12.222+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/nuabd0ch2z (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/nuabd0ch2z
[2023-11-28T13:55:12.223+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /politics/xb3p1k6erx (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/politics/xb3p1k6erx
[2023-11-28T13:55:12.224+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.bondhushava.com', port=443): Max retries exceeded with url: /activities/l81g0nidfv (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e970>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.bondhushava.com/activities/l81g0nidfv
[2023-11-28T13:55:12.226+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /technology/cyberworld/z30ja76on6 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/technology/cyberworld/z30ja76on6
[2023-11-28T13:55:12.227+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /sports/football/1f61svpqph (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/sports/football/1f61svpqph
[2023-11-28T13:55:12.228+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/l0jzo7bc5h (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e970>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/l0jzo7bc5h
[2023-11-28T13:55:12.230+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.bigganchinta.com', port=443): Max retries exceeded with url: /math/qkevhr1odv (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.bigganchinta.com/math/qkevhr1odv
[2023-11-28T13:55:12.231+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /politics/ucm3n9is5w (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/politics/ucm3n9is5w
[2023-11-28T13:55:12.232+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/ns34tharng (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e970>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/ns34tharng
[2023-11-28T13:55:12.233+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /politics/zqrffrp7bh (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/politics/zqrffrp7bh
[2023-11-28T13:55:12.235+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /video/bangladesh/1a7j3uhvhd (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/video/bangladesh/1a7j3uhvhd
[2023-11-28T13:55:12.236+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /lifestyle/relation/1wr19wg4ne (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e970>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/lifestyle/relation/1wr19wg4ne
[2023-11-28T13:55:12.237+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /sports/cricket/y7cj30q47b (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/sports/cricket/y7cj30q47b
